PinOut_1,PinOut_2,Voltage_1,Voltage_2,P_x,P_y,S1,dS1_dV,dPx_dV,dPy_dV,Mode_Locked,S1_MLd
221,41,4.333333333,0.803921569,76,29,0.447619048,0,0,0,0,#N/A
221,42,4.333333333,0.823529412,77,28,0.466666667,0.019047619,1,-1,0,#N/A
221,43,4.333333333,0.843137255,78,31,0.431192661,-0.035474006,1,3,0,#N/A
221,44,4.333333333,0.862745098,65,28,0.397849462,-0.033343198,-13,-3,0,#N/A
221,45,4.333333333,0.882352941,77,31,0.425925926,0.028076464,12,3,0,#N/A
221,46,4.333333333,0.901960784,75,29,0.442307692,0.016381766,-2,-2,0,#N/A
221,47,4.333333333,0.921568627,72,30,0.411764706,-0.030542986,-3,1,0,#N/A
221,48,4.333333333,0.941176471,72,36,0.333333333,-0.078431373,0,6,0,#N/A
221,49,4.333333333,0.960784314,62,36,0.265306122,-0.068027211,-10,0,0,#N/A
221,50,4.333333333,0.980392157,64,40,0.230769231,-0.034536892,2,4,0,#N/A
221,51,4.333333333,1,63,43,0.188679245,-0.042089985,-1,3,0,#N/A
221,52,4.333333333,1.019607843,55,46,0.089108911,-0.099570334,-8,3,0,#N/A
221,53,4.333333333,1.039215686,48,49,-0.010309278,-0.099418189,-7,3,0,#N/A
221,54,4.333333333,1.058823529,49,53,-0.039215686,-0.028906408,1,4,0,#N/A
221,55,4.333333333,1.078431373,42,53,-0.115789474,-0.076573787,-7,0,0,#N/A
221,56,4.333333333,1.098039216,39,60,-0.212121212,-0.096331738,-3,7,0,#N/A
221,57,4.333333333,1.117647059,25,63,-0.431818182,-0.21969697,-14,3,0,#N/A
221,58,4.333333333,1.137254902,30,69,-0.393939394,0.037878788,5,6,0,#N/A
221,59,4.333333333,1.156862745,24,68,-0.47826087,-0.084321476,-6,-1,0,#N/A
221,60,4.333333333,1.176470588,19,74,-0.591397849,-0.11313698,-5,6,0,#N/A
221,61,4.333333333,1.196078431,13,77,-0.711111111,-0.119713262,-6,3,0,#N/A
221,62,4.333333333,1.215686275,13,76,-0.707865169,0.003245943,0,-1,0,#N/A
221,63,4.333333333,1.235294118,10,83,-0.784946237,-0.077081068,-3,7,0,#N/A
221,64,4.333333333,1.254901961,5,79,-0.880952381,-0.096006144,-5,-4,0,#N/A
221,65,4.333333333,1.274509804,2,95,-0.958762887,-0.077810506,-3,16,0,#N/A
221,66,4.333333333,1.294117647,0,85,-1,-0.041237113,-2,-10,0,#N/A
221,67,4.333333333,1.31372549,0,90,-1,0,0,5,0,#N/A
221,68,4.333333333,1.333333333,0,92,-1,0,0,2,0,#N/A
221,69,4.333333333,1.352941176,4,90,-0.914893617,0.085106383,4,-2,0,#N/A
221,70,4.333333333,1.37254902,3,87,-0.933333333,-0.018439716,-1,-3,0,#N/A
221,71,4.333333333,1.392156863,5,85,-0.888888889,0.044444444,2,-2,0,#N/A
221,72,4.333333333,1.411764706,7,87,-0.85106383,0.037825059,2,2,0,#N/A
221,73,4.333333333,1.431372549,0,85,-1,-0.14893617,-7,-2,0,#N/A
221,74,4.333333333,1.450980392,4,87,-0.912087912,0.087912088,4,2,0,#N/A
221,75,4.333333333,1.470588235,5,86,-0.89010989,0.021978022,1,-1,0,#N/A
221,76,4.333333333,1.490196078,6,87,-0.870967742,0.019142148,1,1,0,#N/A
221,77,4.333333333,1.509803922,13,79,-0.717391304,0.153576438,7,-8,0,#N/A
221,78,4.333333333,1.529411765,14,76,-0.688888889,0.028502415,1,-3,0,#N/A
221,79,4.333333333,1.549019608,19,73,-0.586956522,0.101932367,5,-3,0,#N/A
221,80,4.333333333,1.568627451,21,73,-0.553191489,0.033765032,2,0,0,#N/A
221,81,4.333333333,1.588235294,25,71,-0.479166667,0.074024823,4,-2,0,#N/A
221,82,4.333333333,1.607843137,27,64,-0.406593407,0.07257326,2,-7,0,#N/A
221,83,4.333333333,1.62745098,33,62,-0.305263158,0.101330249,6,-2,0,#N/A
221,84,4.333333333,1.647058824,37,47,-0.119047619,0.186215539,4,-15,0,#N/A
221,85,4.333333333,1.666666667,47,56,-0.087378641,0.031668978,10,9,0,#N/A
221,86,4.333333333,1.68627451,52,52,0,0.087378641,5,-4,0,#N/A
221,87,4.333333333,1.705882353,53,47,0.06,0.06,1,-5,0,#N/A
221,88,4.333333333,1.725490196,51,49,0.02,-0.04,-2,2,0,#N/A
221,89,4.333333333,1.745098039,61,43,0.173076923,0.153076923,10,-6,0,#N/A
221,90,4.333333333,1.764705882,64,38,0.254901961,0.081825038,3,-5,0,#N/A
221,91,4.333333333,1.784313725,61,35,0.270833333,0.015931373,-3,-3,0,#N/A
221,92,4.333333333,1.803921569,68,37,0.295238095,0.024404762,7,2,0,#N/A
221,93,4.333333333,1.823529412,66,34,0.32,0.024761905,-2,-3,0,#N/A
221,94,4.333333333,1.843137255,80,31,0.441441441,0.121441441,14,-3,0,#N/A
221,95,4.333333333,1.862745098,74,29,0.436893204,-0.004548238,-6,-2,0,#N/A
221,96,4.333333333,1.882352941,70,32,0.37254902,-0.064344184,-4,3,0,#N/A
221,97,4.333333333,1.901960784,72,18,0.6,0.22745098,2,-14,0,#N/A
221,98,4.333333333,1.921568627,70,25,0.473684211,-0.126315789,-2,7,0,#N/A
221,99,4.333333333,1.941176471,74,39,0.309734513,-0.163949697,4,14,0,#N/A
221,100,4.333333333,1.960784314,68,28,0.416666667,0.106932153,-6,-11,0,#N/A
221,101,4.333333333,1.980392157,69,36,0.314285714,-0.102380952,1,8,0,#N/A
221,102,4.333333333,2,72,35,0.345794393,0.031508678,3,-1,0,#N/A
221,103,4.333333333,2.019607843,61,36,0.257731959,-0.088062434,-11,1,0,#N/A
221,104,4.333333333,2.039215686,65,40,0.238095238,-0.019636721,4,4,0,#N/A
221,105,4.333333333,2.058823529,51,39,0.133333333,-0.104761905,-14,-1,0,#N/A
221,106,4.333333333,2.078431373,53,44,0.092783505,-0.040549828,2,5,0,#N/A
221,107,4.333333333,2.098039216,50,46,0.041666667,-0.051116838,-3,2,0,#N/A
221,108,4.333333333,2.117647059,46,54,-0.08,-0.121666667,-4,8,0,#N/A
221,109,4.333333333,2.137254902,43,53,-0.104166667,-0.024166667,-3,-1,0,#N/A
221,110,4.333333333,2.156862745,34,62,-0.291666667,-0.1875,-9,9,0,#N/A
221,111,4.333333333,2.176470588,25,62,-0.425287356,-0.13362069,-9,0,0,#N/A
221,112,4.333333333,2.196078431,23,63,-0.465116279,-0.039828923,-2,1,0,#N/A
221,113,4.333333333,2.215686275,25,70,-0.473684211,-0.008567931,2,7,0,#N/A
221,114,4.333333333,2.235294118,18,76,-0.617021277,-0.143337066,-7,6,0,#N/A
221,115,4.333333333,2.254901961,16,78,-0.659574468,-0.042553191,-2,2,0,#N/A
221,116,4.333333333,2.274509804,8,80,-0.818181818,-0.15860735,-8,2,0,#N/A
221,117,4.333333333,2.294117647,4,86,-0.911111111,-0.092929293,-4,6,0,#N/A
221,118,4.333333333,2.31372549,8,84,-0.826086957,0.085024155,4,-2,0,#N/A
221,119,4.333333333,2.333333333,6,90,-0.875,-0.048913043,-2,6,0,#N/A
221,120,4.333333333,2.352941176,3,90,-0.935483871,-0.060483871,-3,0,0,#N/A
221,121,4.333333333,2.37254902,3,93,-0.9375,-0.002016129,0,3,0,#N/A
221,122,4.333333333,2.392156863,4,91,-0.915789474,0.021710526,1,-2,0,#N/A
221,123,4.333333333,2.411764706,0,85,-1,-0.084210526,-4,-6,0,#N/A
221,124,4.333333333,2.431372549,3,91,-0.936170213,0.063829787,3,6,0,#N/A
221,125,4.333333333,2.450980392,8,88,-0.833333333,0.102836879,5,-3,0,#N/A
221,126,4.333333333,2.470588235,5,88,-0.892473118,-0.059139785,-3,0,0,#N/A
221,127,4.333333333,2.490196078,6,82,-0.863636364,0.028836755,1,-6,0,#N/A
221,128,4.333333333,2.509803922,0,91,-1,-0.136363636,-6,9,0,#N/A
221,129,4.333333333,2.529411765,6,87,-0.870967742,0.129032258,6,-4,0,#N/A
221,130,4.333333333,2.549019608,8,83,-0.824175824,0.046791918,2,-4,0,#N/A
221,131,4.333333333,2.568627451,19,80,-0.616161616,0.208014208,11,-3,0,#N/A
221,132,4.333333333,2.588235294,6,77,-0.855421687,-0.239260071,-13,-3,0,#N/A
221,133,4.333333333,2.607843137,26,71,-0.463917526,0.391504161,20,-6,0,#N/A
221,134,4.333333333,2.62745098,23,67,-0.488888889,-0.024971363,-3,-4,0,#N/A
221,135,4.333333333,2.647058824,29,67,-0.395833333,0.093055556,6,0,0,#N/A
221,136,4.333333333,2.666666667,36,55,-0.208791209,0.187042125,7,-12,0,#N/A
221,137,4.333333333,2.68627451,37,58,-0.221052632,-0.012261423,1,3,0,#N/A
221,138,4.333333333,2.705882353,45,58,-0.126213592,0.094839039,8,0,0,#N/A
221,139,4.333333333,2.725490196,51,51,0,0.126213592,6,-7,0,#N/A
221,140,4.333333333,2.745098039,51,48,0.03030303,0.03030303,0,-3,0,#N/A
221,141,4.333333333,2.764705882,52,45,0.072164948,0.041861918,1,-3,0,#N/A
221,142,4.333333333,2.784313725,56,44,0.12,0.047835052,4,-1,0,#N/A
221,143,4.333333333,2.803921569,61,38,0.232323232,0.112323232,5,-6,0,#N/A
221,144,4.333333333,2.823529412,59,37,0.229166667,-0.003156566,-2,-1,0,#N/A
221,145,4.333333333,2.843137255,66,33,0.333333333,0.104166667,7,-4,0,#N/A
221,146,4.333333333,2.862745098,73,33,0.377358491,0.044025157,7,0,0,#N/A
221,147,4.333333333,2.882352941,71,33,0.365384615,-0.011973875,-2,0,0,#N/A
221,148,4.333333333,2.901960784,77,32,0.412844037,0.047459421,6,-1,0,#N/A
221,149,4.333333333,2.921568627,76,27,0.475728155,0.062884119,-1,-5,0,#N/A
221,150,4.333333333,2.941176471,80,27,0.495327103,0.019598947,4,0,0,#N/A
221,151,4.333333333,2.960784314,71,26,0.463917526,-0.031409577,-9,-1,0,#N/A
221,152,4.333333333,2.980392157,75,31,0.41509434,-0.048823186,4,5,0,#N/A
221,153,4.333333333,3,67,27,0.425531915,0.010437575,-8,-4,0,#N/A
221,154,4.333333333,3.019607843,77,30,0.439252336,0.013720422,10,3,0,#N/A
221,155,4.333333333,3.039215686,65,36,0.287128713,-0.152123624,-12,6,0,#N/A
221,156,4.333333333,3.058823529,57,37,0.212765957,-0.074362755,-8,1,0,#N/A
221,157,4.333333333,3.078431373,54,38,0.173913043,-0.038852914,-3,1,0,#N/A
221,158,4.333333333,3.098039216,57,47,0.096153846,-0.077759197,3,9,0,#N/A
221,159,4.333333333,3.117647059,50,48,0.020408163,-0.075745683,-7,1,0,#N/A
221,160,4.333333333,3.137254902,44,51,-0.073684211,-0.094092374,-6,3,0,#N/A
221,161,4.333333333,3.156862745,36,55,-0.208791209,-0.135106998,-8,4,0,#N/A
221,162,4.333333333,3.176470588,35,59,-0.255319149,-0.04652794,-1,4,0,#N/A
221,163,4.333333333,3.196078431,28,62,-0.377777778,-0.122458629,-7,3,0,#N/A
221,164,4.333333333,3.215686275,28,64,-0.391304348,-0.01352657,0,2,0,#N/A
221,165,4.333333333,3.235294118,30,73,-0.417475728,-0.02617138,2,9,0,#N/A
221,166,4.333333333,3.254901961,22,73,-0.536842105,-0.119366377,-8,0,0,#N/A
221,167,4.333333333,3.274509804,23,78,-0.544554455,-0.00771235,1,5,0,#N/A
221,168,4.333333333,3.294117647,14,80,-0.70212766,-0.157573204,-9,2,0,#N/A
221,169,4.333333333,3.31372549,8,83,-0.824175824,-0.122048165,-6,3,0,#N/A
221,170,4.333333333,3.333333333,8,87,-0.831578947,-0.007403123,0,4,0,#N/A
221,171,4.333333333,3.352941176,0,85,-1,-0.168421053,-8,-2,0,#N/A
221,172,4.333333333,3.37254902,0,86,-1,0,0,1,0,#N/A
221,173,4.333333333,3.392156863,3,91,-0.936170213,0.063829787,3,5,0,#N/A
221,174,4.333333333,3.411764706,9,88,-0.81443299,0.121737223,6,-3,0,#N/A
221,175,4.333333333,3.431372549,0,86,-1,-0.18556701,-9,-2,0,#N/A
221,176,4.333333333,3.450980392,0,87,-1,0,0,1,0,#N/A
221,177,4.333333333,3.470588235,0,93,-1,0,0,6,0,#N/A
221,178,4.333333333,3.490196078,6,88,-0.872340426,0.127659574,6,-5,0,#N/A
221,179,4.333333333,3.509803922,17,84,-0.663366337,0.208974089,11,-4,0,#N/A
221,180,4.333333333,3.529411765,8,86,-0.829787234,-0.166420897,-9,2,0,#N/A
221,181,4.333333333,3.549019608,0,82,-1,-0.170212766,-8,-4,0,#N/A
221,182,4.333333333,3.568627451,10,82,-0.782608696,0.217391304,10,0,0,#N/A
221,183,4.333333333,3.588235294,18,83,-0.643564356,0.139044339,8,1,0,#N/A
221,184,4.333333333,3.607843137,9,76,-0.788235294,-0.144670938,-9,-7,0,#N/A
221,185,4.333333333,3.62745098,23,77,-0.54,0.248235294,14,1,0,#N/A
221,186,4.333333333,3.647058824,27,72,-0.454545455,0.085454545,4,-5,0,#N/A
221,187,4.333333333,3.666666667,31,71,-0.392156863,0.062388592,4,-1,0,#N/A
221,188,4.333333333,3.68627451,40,68,-0.259259259,0.132897603,9,-3,0,#N/A
221,189,4.333333333,3.705882353,29,59,-0.340909091,-0.081649832,-11,-9,0,#N/A
221,190,4.333333333,3.725490196,44,57,-0.128712871,0.21219622,15,-2,0,#N/A
221,191,4.333333333,3.745098039,40,54,-0.14893617,-0.020223299,-4,-3,0,#N/A
221,192,4.333333333,3.764705882,50,61,-0.099099099,0.049837071,10,7,0,#N/A
221,193,4.333333333,3.784313725,62,51,0.097345133,0.196444232,12,-10,0,#N/A
221,194,4.333333333,3.803921569,54,43,0.113402062,0.016056929,-8,-8,0,#N/A
221,195,4.333333333,3.823529412,54,40,0.14893617,0.035534108,0,-3,0,#N/A
221,196,4.333333333,3.843137255,60,41,0.188118812,0.039182642,6,1,0,#N/A
221,197,4.333333333,3.862745098,64,38,0.254901961,0.066783149,4,-3,0,#N/A
221,198,4.333333333,3.882352941,64,36,0.28,0.025098039,0,-2,0,#N/A
221,199,4.333333333,3.901960784,68,31,0.373737374,0.093737374,4,-5,0,#N/A
221,200,4.333333333,3.921568627,78,33,0.405405405,0.031668032,10,2,0,#N/A
221,201,4.333333333,3.941176471,66,30,0.375,-0.030405405,-12,-3,0,#N/A
221,202,4.333333333,3.960784314,81,31,0.446428571,0.071428571,15,1,0,#N/A
221,203,4.333333333,3.980392157,76,25,0.504950495,0.058521924,-5,-6,0,#N/A
221,204,4.333333333,4,79,32,0.423423423,-0.081527072,3,7,0,#N/A
221,205,4.333333333,4.019607843,68,27,0.431578947,0.008155524,-11,-5,0,#N/A
221,206,4.333333333,4.039215686,86,29,0.495652174,0.064073227,18,2,0,#N/A
221,207,4.333333333,4.058823529,70,30,0.4,-0.095652174,-16,1,0,#N/A
221,208,4.333333333,4.078431373,73,34,0.364485981,-0.035514019,3,4,0,#N/A
221,209,4.333333333,4.098039216,59,36,0.242105263,-0.122380718,-14,2,0,#N/A
221,210,4.333333333,4.117647059,58,38,0.208333333,-0.03377193,-1,2,0,#N/A
221,211,4.333333333,4.137254902,54,36,0.2,-0.008333333,-4,-2,0,#N/A
221,212,4.333333333,4.156862745,40,47,-0.08045977,-0.28045977,-14,11,0,#N/A
221,213,4.333333333,4.176470588,53,52,0.00952381,0.08998358,13,5,0,#N/A
221,214,4.333333333,4.196078431,47,51,-0.040816327,-0.050340136,-6,-1,0,#N/A
221,215,4.333333333,4.215686275,53,58,-0.045045045,-0.004228719,6,7,0,#N/A
221,216,4.333333333,4.235294118,31,56,-0.287356322,-0.242311277,-22,-2,0,#N/A
221,217,4.333333333,4.254901961,34,62,-0.291666667,-0.004310345,3,6,0,#N/A
221,218,4.333333333,4.274509804,36,65,-0.287128713,0.004537954,2,3,0,#N/A
221,219,4.333333333,4.294117647,19,65,-0.547619048,-0.260490335,-17,0,0,#N/A
221,220,4.333333333,4.31372549,21,73,-0.553191489,-0.005572442,2,8,0,#N/A
221,221,4.333333333,4.333333333,18,72,-0.6,-0.046808511,-3,-1,0,#N/A
221,222,4.333333333,4.352941176,15,79,-0.680851064,-0.080851064,-3,7,0,#N/A
221,223,4.333333333,4.37254902,16,80,-0.666666667,0.014184397,1,1,0,#N/A
221,224,4.333333333,4.392156863,1,85,-0.976744186,-0.310077519,-15,5,0,#N/A
221,225,4.333333333,4.411764706,13,86,-0.737373737,0.239370449,12,1,0,#N/A
221,226,4.333333333,4.431372549,3,88,-0.934065934,-0.196692197,-10,2,0,#N/A
221,227,4.333333333,4.450980392,7,99,-0.867924528,0.066141406,4,11,0,#N/A
221,228,4.333333333,4.470588235,7,92,-0.858585859,0.00933867,0,-7,0,#N/A
221,229,4.333333333,4.490196078,7,94,-0.861386139,-0.00280028,0,2,0,#N/A
221,230,4.333333333,4.509803922,1,88,-0.97752809,-0.116141951,-6,-6,0,#N/A
221,231,4.333333333,4.529411765,8,92,-0.84,0.13752809,7,4,0,#N/A
221,232,4.333333333,4.549019608,10,87,-0.793814433,0.046185567,2,-5,0,#N/A
221,233,4.333333333,4.568627451,8,92,-0.84,-0.046185567,-2,5,0,#N/A
221,234,4.333333333,4.588235294,0,83,-1,-0.16,-8,-9,0,#N/A
221,235,4.333333333,4.607843137,6,80,-0.860465116,0.139534884,6,-3,0,#N/A
221,236,4.333333333,4.62745098,8,84,-0.826086957,0.03437816,2,4,0,#N/A
221,237,4.333333333,4.647058824,0,84,-1,-0.173913043,-8,0,0,#N/A
221,238,4.333333333,4.666666667,2,83,-0.952941176,0.047058824,2,-1,0,#N/A
221,239,4.333333333,4.68627451,11,83,-0.765957447,0.18698373,9,0,0,#N/A
221,240,4.333333333,4.705882353,5,88,-0.892473118,-0.126515671,-6,5,0,#N/A
221,241,4.333333333,4.725490196,17,82,-0.656565657,0.235907462,12,-6,0,#N/A
221,242,4.333333333,4.745098039,15,85,-0.7,-0.043434343,-2,3,0,#N/A
221,243,4.333333333,4.764705882,9,81,-0.8,-0.1,-6,-4,0,#N/A
221,244,4.333333333,4.784313725,13,80,-0.720430108,0.079569892,4,-1,0,#N/A
221,245,4.333333333,4.803921569,0,83,-1,-0.279569892,-13,3,0,#N/A
221,246,4.333333333,4.823529412,7,77,-0.833333333,0.166666667,7,-6,0,#N/A
221,247,4.333333333,4.843137255,9,85,-0.808510638,0.024822695,2,8,0,#N/A
221,248,4.333333333,4.862745098,8,85,-0.827956989,-0.019446351,-1,0,0,#N/A
221,249,4.333333333,4.882352941,15,88,-0.708737864,0.119219125,7,3,0,#N/A
221,250,4.333333333,4.901960784,6,82,-0.863636364,-0.1548985,-9,-6,0,#N/A
221,251,4.333333333,4.921568627,6,83,-0.865168539,-0.001532176,0,1,0,#N/A
221,252,4.333333333,4.941176471,3,82,-0.929411765,-0.064243225,-3,-1,0,#N/A
221,253,4.333333333,4.960784314,18,86,-0.653846154,0.275565611,15,4,0,#N/A
0,0,0,0,19,82,-0.623762376,,,,0,#N/A
220,0,4.31372549,0,24,77,-0.524752475,0.099009901,5,-5,0,#N/A
220,1,4.31372549,0.019607843,18,74,-0.608695652,-0.083943177,-6,-3,0,#N/A
220,2,4.31372549,0.039215686,28,74,-0.450980392,0.15771526,10,0,0,#N/A
220,3,4.31372549,0.058823529,27,79,-0.490566038,-0.039585646,-1,5,0,#N/A
220,4,4.31372549,0.078431373,31,77,-0.425925926,0.064640112,4,-2,0,#N/A
220,5,4.31372549,0.098039216,28,71,-0.434343434,-0.008417508,-3,-6,0,#N/A
220,6,4.31372549,0.117647059,25,72,-0.484536082,-0.050192648,-3,1,0,#N/A
220,7,4.31372549,0.137254902,33,69,-0.352941176,0.131594906,8,-3,0,#N/A
220,8,4.31372549,0.156862745,37,71,-0.314814815,0.038126362,4,2,0,#N/A
220,9,4.31372549,0.176470588,29,67,-0.395833333,-0.081018519,-8,-4,0,#N/A
220,10,4.31372549,0.196078431,28,76,-0.461538462,-0.065705128,-1,9,0,#N/A
220,11,4.31372549,0.215686275,40,67,-0.252336449,0.209202013,12,-9,0,#N/A
220,12,4.31372549,0.235294118,40,62,-0.215686275,0.036650174,0,-5,0,#N/A
220,13,4.31372549,0.254901961,37,57,-0.212765957,0.002920317,-3,-5,0,#N/A
220,14,4.31372549,0.274509804,41,59,-0.18,0.032765957,4,2,0,#N/A
220,15,4.31372549,0.294117647,43,54,-0.113402062,0.066597938,2,-5,0,#N/A
220,16,4.31372549,0.31372549,48,53,-0.04950495,0.063897111,5,-1,0,#N/A
220,17,4.31372549,0.333333333,51,43,0.085106383,0.134611333,3,-10,0,#N/A
220,18,4.31372549,0.352941176,42,45,-0.034482759,-0.119589142,-9,2,0,#N/A
220,19,4.31372549,0.37254902,57,48,0.085714286,0.120197044,15,3,0,#N/A
220,20,4.31372549,0.392156863,53,40,0.139784946,0.054070661,-4,-8,0,#N/A
220,21,4.31372549,0.411764706,64,38,0.254901961,0.115117015,11,-2,0,#N/A
220,22,4.31372549,0.431372549,61,32,0.311827957,0.056925996,-3,-6,0,#N/A
220,23,4.31372549,0.450980392,61,35,0.270833333,-0.040994624,0,3,0,#N/A
220,24,4.31372549,0.470588235,71,31,0.392156863,0.121323529,10,-4,0,#N/A
220,25,4.31372549,0.490196078,69,25,0.468085106,0.075928244,-2,-6,0,#N/A
220,26,4.31372549,0.509803922,82,26,0.518518519,0.050433412,13,1,0,#N/A
220,27,4.31372549,0.529411765,76,23,0.535353535,0.016835017,-6,-3,0,#N/A
220,28,4.31372549,0.549019608,89,20,0.633027523,0.097673988,13,-3,0,#N/A
220,29,4.31372549,0.568627451,79,17,0.645833333,0.01280581,-10,-3,0,#N/A
220,30,4.31372549,0.588235294,79,18,0.628865979,-0.016967354,0,1,0,#N/A
220,31,4.31372549,0.607843137,82,18,0.64,0.011134021,3,0,0,#N/A
220,32,4.31372549,0.62745098,75,17,0.630434783,-0.009565217,-7,-1,0,#N/A
220,33,4.31372549,0.647058824,85,19,0.634615385,0.004180602,10,2,0,#N/A
220,34,4.31372549,0.666666667,83,20,0.611650485,-0.022964899,-2,1,0,#N/A
220,35,4.31372549,0.68627451,78,20,0.591836735,-0.019813751,-5,0,0,#N/A
220,36,4.31372549,0.705882353,84,18,0.647058824,0.055222089,6,-2,0,#N/A
220,37,4.31372549,0.725490196,80,21,0.584158416,-0.062900408,-4,3,0,#N/A
220,38,4.31372549,0.745098039,88,22,0.6,0.015841584,8,1,0,#N/A
220,39,4.31372549,0.764705882,95,25,0.583333333,-0.016666667,7,3,0,#N/A
220,40,4.31372549,0.784313725,85,30,0.47826087,-0.105072464,-10,5,0,#N/A
220,41,4.31372549,0.803921569,80,24,0.538461538,0.060200669,-5,-6,0,#N/A
220,42,4.31372549,0.823529412,75,30,0.428571429,-0.10989011,-5,6,0,#N/A
220,43,4.31372549,0.843137255,71,29,0.42,-0.008571429,-4,-1,0,#N/A
220,44,4.31372549,0.862745098,73,37,0.327272727,-0.092727273,2,8,0,#N/A
220,45,4.31372549,0.882352941,71,33,0.365384615,0.038111888,-2,-4,0,#N/A
220,46,4.31372549,0.901960784,71,33,0.365384615,0,0,0,0,#N/A
220,47,4.31372549,0.921568627,66,38,0.269230769,-0.096153846,-5,5,0,#N/A
220,48,4.31372549,0.941176471,67,41,0.240740741,-0.028490028,1,3,0,#N/A
220,49,4.31372549,0.960784314,61,40,0.207920792,-0.032819949,-6,-1,0,#N/A
220,50,4.31372549,0.980392157,56,42,0.142857143,-0.065063649,-5,2,0,#N/A
220,51,4.31372549,1,52,46,0.06122449,-0.081632653,-4,4,0,#N/A
220,52,4.31372549,1.019607843,51,53,-0.019230769,-0.080455259,-1,7,0,#N/A
220,53,4.31372549,1.039215686,44,55,-0.111111111,-0.091880342,-7,2,0,#N/A
220,54,4.31372549,1.058823529,43,55,-0.12244898,-0.011337868,-1,0,0,#N/A
220,55,4.31372549,1.078431373,47,55,-0.078431373,0.044017607,4,0,0,#N/A
220,56,4.31372549,1.098039216,39,61,-0.22,-0.141568627,-8,6,0,#N/A
220,57,4.31372549,1.117647059,45,61,-0.150943396,0.069056604,6,0,0,#N/A
220,58,4.31372549,1.137254902,35,65,-0.3,-0.149056604,-10,4,0,#N/A
220,59,4.31372549,1.156862745,32,63,-0.326315789,-0.026315789,-3,-2,0,#N/A
220,60,4.31372549,1.176470588,31,66,-0.360824742,-0.034508953,-1,3,0,#N/A
220,61,4.31372549,1.196078431,22,68,-0.511111111,-0.150286369,-9,2,0,#N/A
220,62,4.31372549,1.215686275,30,64,-0.361702128,0.149408983,8,-4,0,#N/A
220,63,4.31372549,1.235294118,27,64,-0.406593407,-0.044891279,-3,0,0,#N/A
220,64,4.31372549,1.254901961,30,67,-0.381443299,0.025150108,3,3,0,#N/A
220,65,4.31372549,1.274509804,29,69,-0.408163265,-0.026719966,-1,2,0,#N/A
220,66,4.31372549,1.294117647,34,69,-0.339805825,0.06835744,5,0,0,#N/A
220,67,4.31372549,1.31372549,30,66,-0.375,-0.035194175,-4,-3,0,#N/A
220,68,4.31372549,1.333333333,37,67,-0.288461538,0.086538462,7,1,0,#N/A
220,69,4.31372549,1.352941176,34,60,-0.276595745,0.011865794,-3,-7,0,#N/A
220,70,4.31372549,1.37254902,38,62,-0.24,0.036595745,4,2,0,#N/A
220,71,4.31372549,1.392156863,41,69,-0.254545455,-0.014545455,3,7,0,#N/A
220,72,4.31372549,1.411764706,40,61,-0.207920792,0.046624662,-1,-8,0,#N/A
220,73,4.31372549,1.431372549,45,50,-0.052631579,0.155289213,5,-11,0,#N/A
220,74,4.31372549,1.450980392,44,50,-0.063829787,-0.011198208,-1,0,0,#N/A
220,75,4.31372549,1.470588235,48,47,0.010526316,0.074356103,4,-3,0,#N/A
220,76,4.31372549,1.490196078,47,46,0.010752688,0.000226372,-1,-1,0,#N/A
220,77,4.31372549,1.509803922,62,45,0.158878505,0.148125817,15,-1,0,#N/A
220,78,4.31372549,1.529411765,52,40,0.130434783,-0.028443722,-10,-5,0,#N/A
220,79,4.31372549,1.549019608,63,34,0.298969072,0.16853429,11,-6,0,#N/A
220,80,4.31372549,1.568627451,80,34,0.403508772,0.1045397,17,0,0,#N/A
220,81,4.31372549,1.588235294,75,26,0.485148515,0.081639743,-5,-8,0,#N/A
220,82,4.31372549,1.607843137,74,23,0.525773196,0.040624681,-1,-3,0,#N/A
220,83,4.31372549,1.62745098,76,21,0.567010309,0.041237113,2,-2,0,#N/A
220,84,4.31372549,1.647058824,99,22,0.636363636,0.069353327,23,1,0,#N/A
220,85,4.31372549,1.666666667,73,22,0.536842105,-0.099521531,-26,0,0,#N/A
220,86,4.31372549,1.68627451,87,20,0.626168224,0.089326119,14,-2,0,#N/A
220,87,4.31372549,1.705882353,83,18,0.643564356,0.017396132,-4,-2,0,#N/A
220,88,4.31372549,1.725490196,84,20,0.615384615,-0.028179741,1,2,0,#N/A
220,89,4.31372549,1.745098039,81,20,0.603960396,-0.011424219,-3,0,0,#N/A
220,90,4.31372549,1.764705882,81,20,0.603960396,0,0,0,0,#N/A
220,91,4.31372549,1.784313725,85,22,0.588785047,-0.015175349,4,2,0,#N/A
220,92,4.31372549,1.803921569,85,20,0.619047619,0.030262572,0,-2,0,#N/A
220,93,4.31372549,1.823529412,81,21,0.588235294,-0.030812325,-4,1,0,#N/A
220,94,4.31372549,1.843137255,82,23,0.561904762,-0.026330532,1,2,0,#N/A
220,95,4.31372549,1.862745098,74,21,0.557894737,-0.004010025,-8,-2,0,#N/A
220,96,4.31372549,1.882352941,79,23,0.549019608,-0.008875129,5,2,0,#N/A
220,97,4.31372549,1.901960784,76,28,0.461538462,-0.087481146,-3,5,0,#N/A
220,98,4.31372549,1.921568627,55,29,0.30952381,-0.152014652,-21,1,0,#N/A
220,99,4.31372549,1.941176471,82,29,0.477477477,0.167953668,27,0,0,#N/A
